CASE,POPULATION13,BCPUBLICSERVICE13,COMPLETED13,OVERALLSCOPE13,POPULATION15,BCPUBLICSERVICE15,COMPLETED15,OVERALLSCOPE15,FRINGE_FLAG13,ORGID13,ORGANIZATION13,Engagement_13,Commitment_13,Job_Satisfaction_13,Org_Satisfaction_13,ENG_STATE_13,FRINGE_FLAG15,ORGID15,ORGANIZATION15,Engagement_15,Commitment_15,Job_Satisfaction_15,Org_Satisfaction_15,ENG_STATE_15
520,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,79.16666667,87.5,75,75,Engaged,Core (not fringe),LOON,,100,100,100,100,Engaged
521,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),RAVEN,,75,75,75,75,Engaged,Core (not fringe),HERON,,100,100,100,100,Engaged
522,In,In,Yes,In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),JAY,,NA,NA,100,50,NA,NA,,,NA,NA,NA,NA,NA
527,In,In,Yes,In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),HERON,,0,0,0,0,Disengaged,NA,,,NA,NA,NA,NA,NA
528,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,91.66666667,100,75,100,Engaged,Core (not fringe),RAVEN,,91.66666667,75,100,100,Engaged
529,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),RAVEN,,NA,NA,0,25,NA,Core (not fringe),RAVEN,,100,100,100,100,Engaged
530,In,In,Yes,In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),JAY,,100,100,100,100,Engaged,NA,,,NA,NA,NA,NA,NA
531,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,41.66666667,50,50,25,Minimally Engaged,Core (not fringe),HERON,,58.33333333,75,75,25,Unhappily Dedicated
532,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,100,100,100,100,Engaged,Core (not fringe),LOON,,83.33333333,75,100,75,Engaged
533,In,In,Yes,In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),RAVEN,,79.16666667,87.5,75,75,Engaged,NA,,,NA,NA,NA,NA,NA
535,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),JAY,,41.66666667,50,50,25,Minimally Engaged,Core (not fringe),LOON,,33.33333333,50,25,25,Minimally Engaged
536,In,In,Yes,In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),HERON,,75,100,50,75,Moderately Engaged,NA,,,NA,NA,NA,NA,NA
537,In,In,Yes,In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),LOON,,50,50,50,50,Minimally Engaged,NA,,,NA,NA,NA,NA,NA
541,In,In,Yes,In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),RAVEN,,66.66666667,50,75,75,Happily Detached,NA,,,NA,NA,NA,NA,NA
546,In,In,Yes,In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),JAY,,83.33333333,100,75,75,Engaged,NA,,,NA,NA,NA,NA,NA
552,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,54.16666667,37.5,75,50,Happily Detached,Core (not fringe),HERON,,37.5,37.5,50,25,Disengaged
561,In,In,Yes,In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),LOON,,83.33333333,75,100,75,Engaged,NA,,,NA,NA,NA,NA,NA
563,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),RAVEN,,91.66666667,75,100,100,Engaged,Core (not fringe),LOON,,95.83333333,87.5,100,100,Engaged
564,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),JAY,,NA,NA,75,50,NA,Core (not fringe),HERON,,37.5,12.5,75,25,Minimally Engaged
565,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,75,75,75,75,Engaged,Core (not fringe),HERON,,75,75,75,75,Engaged
566,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,62.5,37.5,75,75,Happily Detached,Core (not fringe),HERON,,62.5,37.5,50,100,Happily Detached
567,In,In,Yes,In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),RAVEN,,20.83333333,37.5,25,0,Disengaged,NA,,,NA,NA,NA,NA,NA
569,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),JAY,,91.66666667,100,100,75,Engaged,Core (not fringe),HERON,,100,100,100,100,Engaged
573,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,41.66666667,50,50,25,Minimally Engaged,Core (not fringe),LOON,,45.83333333,37.5,50,50,Minimally Engaged
583,In,In,Yes,In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),LOON,,70.83333333,87.5,75,50,Moderately Engaged,NA,,,NA,NA,NA,NA,NA
584,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),RAVEN,,33.33333333,25,25,50,Disengaged,Core (not fringe),RAVEN,,41.66666667,25,50,50,Minimally Engaged
586,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),JAY,,66.66666667,75,75,50,Moderately Engaged,Core (not fringe),LOON,,91.66666667,100,100,75,Engaged
589,In,In,Yes,In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),HERON,,66.66666667,50,75,75,Happily Detached,NA,,,NA,NA,NA,NA,NA
594,In,In,Yes,In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),LOON,,33.33333333,50,50,0,Minimally Engaged,NA,,,NA,NA,NA,NA,NA
596,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),RAVEN,,83.33333333,100,75,75,Engaged,Core (not fringe),LOON,,62.5,62.5,100,25,Moderately Engaged
615,In,In,Yes,In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),JAY,,100,100,100,100,Engaged,NA,,,NA,NA,NA,NA,NA
623,In,In,Yes,In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),HERON,,50,50,75,25,Minimally Engaged,NA,,,NA,NA,NA,NA,NA
627,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,70.83333333,62.5,75,75,Moderately Engaged,Core (not fringe),HERON,,75,75,75,75,Engaged
629,In,In,Yes,In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),RAVEN,,8.333333333,0,0,25,Disengaged,NA,,,NA,NA,NA,NA,NA
630,In,In,Yes,In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),JAY,,62.5,62.5,75,50,Moderately Engaged,NA,,,NA,NA,NA,NA,NA
631,In,In,Yes,In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),HERON,,79.16666667,62.5,100,75,Moderately Engaged,NA,,,NA,NA,NA,NA,NA
636,In,In,Yes,In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),LOON,,37.5,37.5,25,50,Disengaged,NA,,,NA,NA,NA,NA,NA
638,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),RAVEN,,58.33333333,75,50,50,Unhappily Dedicated,Core (not fringe),RAVEN,,75,75,100,50,Engaged
640,In,In,Yes,In Scope,In,In,No,Not In Scope,Core (not fringe),JAY,,54.16666667,37.5,75,50,Happily Detached,Core (not fringe),HERON,,NA,NA,NA,NA,NA
644,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,50,50,50,50,Minimally Engaged,Core (not fringe),RAVEN,,70.83333333,62.5,75,75,Moderately Engaged
648,In,In,Yes,In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),LOON,,37.5,62.5,25,25,Unhappily Dedicated,NA,,,NA,NA,NA,NA,NA
660,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),RAVEN,,58.33333333,75,50,50,Unhappily Dedicated,Core (not fringe),HERON,,66.66666667,75,75,50,Moderately Engaged
662,In,In,Yes,In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),JAY,,45.83333333,62.5,75,0,Unhappily Dedicated,NA,,,NA,NA,NA,NA,NA
664,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,37.5,87.5,25,0,Unhappily Dedicated,Core (not fringe),RAVEN,,75,75,75,75,Engaged
670,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,29.16666667,62.5,25,0,Unhappily Dedicated,Core (not fringe),LOON,,58.33333333,75,50,50,Unhappily Dedicated
674,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),RAVEN,,25,25,25,25,Disengaged,Core (not fringe),RAVEN,,79.16666667,87.5,75,75,Engaged
678,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),JAY,,45.83333333,37.5,50,50,Minimally Engaged,Core (not fringe),RAVEN,,20.83333333,12.5,25,25,Disengaged
679,In,In,Yes,In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),HERON,,NA,NA,50,50,NA,NA,,,NA,NA,NA,NA,NA
685,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,83.33333333,75,100,75,Engaged,Core (not fringe),RAVEN,,62.5,62.5,75,50,Moderately Engaged
689,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),RAVEN,,66.66666667,75,50,75,Moderately Engaged,Core (not fringe),LOON,,100,100,100,100,Engaged
697,In,In,Yes,In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),JAY,,8.333333333,25,0,0,Disengaged,NA,,,NA,NA,NA,NA,NA
701,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,100,100,100,100,Engaged,Core (not fringe),LOON,,100,100,100,100,Engaged
706,In,In,Yes,In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),LOON,,29.16666667,62.5,25,0,Unhappily Dedicated,NA,,,NA,NA,NA,NA,NA
707,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),RAVEN,,75,75,75,75,Engaged,Core (not fringe),LOON,,100,100,100,100,Engaged
708,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),JAY,,91.66666667,75,100,100,Engaged,Core (not fringe),HERON,,100,100,100,100,Engaged
709,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,100,100,100,100,Engaged,Core (not fringe),LOON,,100,100,100,100,Engaged
710,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,66.66666667,75,75,50,Moderately Engaged,Core (not fringe),HERON,,66.66666667,75,75,50,Moderately Engaged
711,In,In,Yes,In Scope,In,In,No,Not In Scope,Core (not fringe),RAVEN,,62.5,87.5,50,50,Unhappily Dedicated,Core (not fringe),HERON,,NA,NA,NA,NA,NA
714,In,In,Yes,In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),JAY,,45.83333333,37.5,50,50,Minimally Engaged,NA,,,NA,NA,NA,NA,NA
715,In,In,Yes,In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),HERON,,70.83333333,62.5,75,75,Moderately Engaged,NA,,,NA,NA,NA,NA,NA
716,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,100,100,100,100,Engaged,Core (not fringe),LOON,,100,100,100,100,Engaged
722,In,In,Yes,In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),RAVEN,,54.16666667,62.5,50,50,Unhappily Dedicated,NA,,,NA,NA,NA,NA,NA
728,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),JAY,,45.83333333,37.5,50,50,Minimally Engaged,Core (not fringe),HERON,,70.83333333,62.5,75,75,Moderately Engaged
729,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,75,75,75,75,Engaged,Core (not fringe),RAVEN,,66.66666667,75,50,75,Moderately Engaged
732,In,In,Yes,In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),LOON,,66.66666667,100,75,25,Unhappily Dedicated,NA,,,NA,NA,NA,NA,NA
737,In,In,Yes,In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),RAVEN,,NA,NA,100,75,NA,NA,,,NA,NA,NA,NA,NA
739,In,In,Yes,In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),JAY,,NA,NA,50,50,NA,NA,,,NA,NA,NA,NA,NA
750,In,In,Yes,In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),HERON,,20.83333333,37.5,25,0,Disengaged,NA,,,NA,NA,NA,NA,NA
761,In,In,Yes,In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),LOON,,NA,NA,100,75,NA,NA,,,NA,NA,NA,NA,NA
762,In,In,Yes,In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),RAVEN,,79.16666667,87.5,75,75,Engaged,NA,,,NA,NA,NA,NA,NA
766,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),JAY,,33.33333333,50,25,25,Minimally Engaged,Core (not fringe),LOON,,75,75,75,75,Engaged
769,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,8.333333333,25,0,0,Disengaged,Core (not fringe),RAVEN,,37.5,37.5,50,25,Disengaged
770,In,In,Yes,In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),LOON,,70.83333333,62.5,75,75,Moderately Engaged,NA,,,NA,NA,NA,NA,NA
774,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),RAVEN,,75,75,75,75,Engaged,Core (not fringe),HERON,,NA,NA,75,75,NA
777,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),JAY,,75,75,75,75,Engaged,Core (not fringe),LOON,,79.16666667,87.5,75,75,Engaged
779,In,In,Yes,In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),HERON,,25,25,25,25,Disengaged,NA,,,NA,NA,NA,NA,NA
780,In,In,Yes,In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),LOON,,75,75,75,75,Engaged,NA,,,NA,NA,NA,NA,NA
781,In,In,Yes,In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),RAVEN,,NA,NA,50,50,NA,NA,,,NA,NA,NA,NA,NA
782,In,In,Yes,In Scope,In,In,No,Not In Scope,Core (not fringe),JAY,,66.66666667,75,50,75,Moderately Engaged,Core (not fringe),HERON,,NA,NA,NA,NA,NA
784,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,95.83333333,87.5,100,100,Engaged,Core (not fringe),LOON,,91.66666667,75,100,100,Engaged
785,In,In,Yes,In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),LOON,,0,0,0,0,Disengaged,NA,,,NA,NA,NA,NA,NA
788,In,In,Yes,In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),RAVEN,,75,100,50,75,Moderately Engaged,NA,,,NA,NA,NA,NA,NA
789,In,In,Yes,In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),JAY,,66.66666667,75,75,50,Moderately Engaged,NA,,,NA,NA,NA,NA,NA
791,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,83.33333333,75,75,100,Engaged,Core (not fringe),HERON,,75,75,75,75,Engaged
794,In,In,Yes,In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),LOON,,37.5,37.5,50,25,Disengaged,NA,,,NA,NA,NA,NA,NA
797,In,In,Yes,In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),RAVEN,,87.5,62.5,100,100,Moderately Engaged,NA,,,NA,NA,NA,NA,NA
798,In,In,Yes,In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),JAY,,12.5,12.5,25,0,Disengaged,NA,,,NA,NA,NA,NA,NA
800,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,8.333333333,25,0,0,Disengaged,Core (not fringe),LOON,,33.33333333,50,0,50,Minimally Engaged
803,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,75,75,75,75,Engaged,Core (not fringe),HERON,,75,75,75,75,Engaged
805,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),RAVEN,,62.5,87.5,50,50,Unhappily Dedicated,Core (not fringe),JAY,,70.83333333,87.5,50,75,Moderately Engaged
807,In,In,Yes,In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),JAY,,25,50,25,0,Minimally Engaged,NA,,,NA,NA,NA,NA,NA
809,In,In,Yes,In Scope,In,In,No,Not In Scope,Core (not fringe),HERON,,79.16666667,87.5,75,75,Engaged,Core (not fringe),HERON,,NA,NA,NA,NA,NA
812,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,75,75,75,75,Engaged,Core (not fringe),LOON,,100,100,100,100,Engaged
814,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),RAVEN,,41.66666667,50,25,50,Minimally Engaged,Core (not fringe),HERON,,33.33333333,25,25,50,Disengaged
816,In,In,Yes,In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),JAY,,NA,NA,50,25,NA,NA,,,NA,NA,NA,NA,NA
822,In,In,Yes,In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),HERON,,75,100,75,50,Moderately Engaged,NA,,,NA,NA,NA,NA,NA
826,In,In,Yes,In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),LOON,,50,50,50,50,Minimally Engaged,NA,,,NA,NA,NA,NA,NA
831,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),RAVEN,,66.66666667,75,50,75,Moderately Engaged,Core (not fringe),LOON,,62.5,87.5,50,50,Unhappily Dedicated
837,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),JAY,,87.5,87.5,75,100,Engaged,Core (not fringe),HERON,,NA,NA,50,25,NA
839,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,100,100,100,100,Engaged,Core (not fringe),HERON,,58.33333333,50,75,50,Happily Detached
840,In,In,Yes,In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),LOON,,25,50,25,0,Minimally Engaged,NA,,,NA,NA,NA,NA,NA
845,In,In,Yes,In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),RAVEN,,66.66666667,100,50,50,Unhappily Dedicated,NA,,,NA,NA,NA,NA,NA
847,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),JAY,,41.66666667,50,25,50,Minimally Engaged,Core (not fringe),RAVEN,,66.66666667,75,50,75,Moderately Engaged
851,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,41.66666667,50,50,25,Minimally Engaged,Core (not fringe),HERON,,70.83333333,62.5,75,75,Moderately Engaged
855,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,25,25,25,25,Disengaged,Core (not fringe),HERON,,54.16666667,37.5,50,75,Happily Detached
859,In,In,Yes,In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),RAVEN,,100,100,100,100,Engaged,NA,,,NA,NA,NA,NA,NA
862,In,In,Yes,In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),JAY,,NA,NA,75,100,NA,NA,,,NA,NA,NA,NA,NA
864,In,In,Yes,In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),HERON,,75,75,75,75,Engaged,NA,,,NA,NA,NA,NA,NA
865,In,In,Yes,In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),LOON,,62.5,62.5,75,50,Moderately Engaged,NA,,,NA,NA,NA,NA,NA
873,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),RAVEN,,100,100,100,100,Engaged,Core (not fringe),LOON,,75,75,100,50,Engaged
875,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),JAY,,NA,NA,25,0,NA,Core (not fringe),HERON,,37.5,37.5,75,0,Disengaged
878,In,In,Yes,In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),HERON,,70.83333333,62.5,100,50,Moderately Engaged,NA,,,NA,NA,NA,NA,NA
880,In,In,Yes,In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),LOON,,58.33333333,75,25,75,Unhappily Dedicated,NA,,,NA,NA,NA,NA,NA
882,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),RAVEN,,79.16666667,87.5,75,75,Engaged,Core (not fringe),LOON,,NA,NA,75,75,NA
888,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),JAY,,50,50,50,50,Minimally Engaged,Core (not fringe),LOON,,45.83333333,37.5,50,50,Minimally Engaged
889,In,In,Yes,In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),HERON,,100,100,100,100,Engaged,NA,,,NA,NA,NA,NA,NA
890,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,91.66666667,100,100,75,Engaged,Core (not fringe),LOON,,66.66666667,75,75,50,Moderately Engaged
891,In,In,Yes,In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),RAVEN,,100,100,100,100,Engaged,NA,,,NA,NA,NA,NA,NA
903,In,In,Yes,In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),JAY,,75,75,75,75,Engaged,NA,,,NA,NA,NA,NA,NA
905,In,In,Yes,In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),HERON,,45.83333333,37.5,50,50,Minimally Engaged,NA,,,NA,NA,NA,NA,NA
911,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,66.66666667,75,75,50,Moderately Engaged,Core (not fringe),RAVEN,,75,75,75,75,Engaged
915,In,In,Yes,In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),RAVEN,,16.66666667,50,0,0,Minimally Engaged,NA,,,NA,NA,NA,NA,NA
916,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),JAY,,75,75,100,50,Engaged,Core (not fringe),LOON,,58.33333333,75,50,50,Unhappily Dedicated
918,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,50,50,50,50,Minimally Engaged,Core (not fringe),JAY,,83.33333333,75,100,75,Engaged
922,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,100,100,100,100,Engaged,Core (not fringe),HERON,,83.33333333,75,100,75,Engaged
930,In,In,Yes,In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),RAVEN,,54.16666667,62.5,75,25,Unhappily Dedicated,NA,,,NA,NA,NA,NA,NA
934,In,In,Yes,In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),JAY,,50,50,50,50,Minimally Engaged,NA,,,NA,NA,NA,NA,NA
935,In,In,Yes,In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),HERON,,70.83333333,87.5,75,50,Moderately Engaged,NA,,,NA,NA,NA,NA,NA
938,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,29.16666667,12.5,75,0,Disengaged,Core (not fringe),HERON,,8.333333333,25,0,0,Disengaged
940,In,In,Yes,In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),RAVEN,,45.83333333,37.5,50,50,Minimally Engaged,NA,,,NA,NA,NA,NA,NA
943,In,In,Yes,In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),JAY,,25,25,25,25,Disengaged,NA,,,NA,NA,NA,NA,NA
947,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,0,0,0,0,Disengaged,Core (not fringe),LOON,,100,100,100,100,Engaged
956,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,50,50,50,50,Minimally Engaged,Core (not fringe),LOON,,50,50,50,50,Minimally Engaged
960,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),RAVEN,,NA,NA,75,50,NA,Core (not fringe),LOON,,95.83333333,87.5,100,100,Engaged
963,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),JAY,,25,50,0,25,Minimally Engaged,Core (not fringe),RAVEN,,25,50,0,25,Minimally Engaged
966,In,In,Yes,In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),HERON,,75,100,75,50,Moderately Engaged,NA,,,NA,NA,NA,NA,NA
967,In,In,Yes,In Scope,In,In,No,Not In Scope,Core (not fringe),LOON,,100,100,100,100,Engaged,Core (not fringe),RAVEN,,NA,NA,NA,NA,NA
974,In,In,Yes,In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),RAVEN,,62.5,62.5,75,50,Moderately Engaged,NA,,,NA,NA,NA,NA,NA
978,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),JAY,,NA,NA,75,75,NA,Core (not fringe),JAY,,75,75,75,75,Engaged
982,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,16.66666667,0,0,50,Disengaged,Core (not fringe),RAVEN,,54.16666667,12.5,75,75,Happily Detached
984,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,100,100,100,100,Engaged,Core (not fringe),HERON,,100,100,100,100,Engaged
989,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),RAVEN,,75,75,75,75,Engaged,Core (not fringe),LOON,,100,100,100,100,Engaged
992,In,In,Yes,In Scope,In,In,No,Not In Scope,Core (not fringe),JAY,,50,25,75,50,Happily Detached,Core (not fringe),LOON,,NA,NA,NA,NA,NA
993,In,In,Yes,In Scope,In,In,No,Not In Scope,Core (not fringe),HERON,,45.83333333,37.5,50,50,Minimally Engaged,Core (not fringe),LOON,,NA,NA,NA,NA,NA
995,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,95.83333333,87.5,100,100,Engaged,Core (not fringe),HERON,,95.83333333,87.5,100,100,Engaged
998,In,In,Yes,In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),RAVEN,,100,100,100,100,Engaged,NA,,,NA,NA,NA,NA,NA
1000,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),JAY,,91.66666667,100,100,75,Engaged,Core (not fringe),HERON,,91.66666667,100,100,75,Engaged
1002,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,62.5,62.5,75,50,Moderately Engaged,Core (not fringe),LOON,,50,50,50,50,Minimally Engaged
1013,In,In,Yes,In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),LOON,,62.5,62.5,75,50,Moderately Engaged,NA,,,NA,NA,NA,NA,NA
1025,In,In,Yes,In Scope,In,In,No,Not In Scope,Core (not fringe),RAVEN,,66.66666667,75,75,50,Moderately Engaged,Core (not fringe),HERON,,NA,NA,NA,NA,NA
1027,In,In,Yes,In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),JAY,,NA,NA,50,50,NA,NA,,,NA,NA,NA,NA,NA
1032,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,91.66666667,100,100,75,Engaged,Core (not fringe),LOON,,87.5,87.5,100,75,Engaged
1036,In,In,Yes,In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),LOON,,87.5,87.5,100,75,Engaged,NA,,,NA,NA,NA,NA,NA
1038,In,In,Yes,In Scope,In,In,No,Not In Scope,Core (not fringe),RAVEN,,70.83333333,62.5,75,75,Moderately Engaged,Core (not fringe),HERON,,NA,NA,NA,NA,NA
1040,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),JAY,,25,50,25,0,Minimally Engaged,Core (not fringe),HERON,,100,100,100,100,Engaged
1043,In,In,Yes,In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),HERON,,100,100,100,100,Engaged,NA,,,NA,NA,NA,NA,NA
